005.zip	005
senkyu.zip	Senkyu (Japan, set 1)
senkyua.zip	Senkyu (Japan, set 2)
sentetst.zip	Sente Diagnostic Cartridge
sercharu.zip	SAR - Search And Rescue (US)
setaroul.zip	Seta / Visco Roulette?
sexappl.zip	Sex Appeal (Version 6.02)
sextriv.zip	Sex Triv
sextriv1.zip	Sexual Trivia (Version 1.02SB, set 1)
sextriv2.zip	Sexual Trivia (Version 1.02SB, set 2)
sexyboom.zip	Sexy Boom
sexygal.zip	Sexy Gal (Japan 850501 SXG 1-00)
sexyparo.zip	Sexy Parodius (ver JAA)
sexyparoa.zip	Sexy Parodius (ver AAA)
sf.zip	Street Fighter (World, Analog buttons)
sf1.zip	Street Fighter (World)
sf1jp.zip	Street Fighter (Japan)
sf1p.zip	Street Fighter (prototype)
sf1us.zip	Street Fighter (US)
sf2.zip	Street Fighter II - The World Warrior (World 910522)
sf2049.zip	San Francisco Rush 2049
sf2049se.zip	San Francisco Rush 2049: Special Edition
sf2049te.zip	San Francisco Rush 2049: Tournament Edition
sf2acc.zip	Street Fighter II': Champion Edition (Accelerator!, bootleg)
sf2acca.zip	Street Fighter II': Champion Edition (Accelerator!, bootleg, set 2)
sf2accp2.zip	Street Fighter II' - Champion Edition (Accelerator Pt.II)
sf2amf.zip	Street Fighter II': Champion Edition (Alpha Magic-F, bootleg)
sf2amf2.zip	Street Fighter II': Champion Edition (L735 Test Rom, bootleg)
sf2amf3     Street Fighter II - champion edition (Alpha Magic-F bo
sf2amf4     Street Fighter II - champion edition (Alpha Magic-F bo
sf2amf5     Street Fighter II - champion edition (Alpha Magic-F bo
sf2amf6     Street Fighter II - champion edition (Alpha Magic-F bo
sf2any     Street Fighter II' - champion edition (bootleg)
sf2b.zip	Street Fighter II: The World Warrior (bootleg)
sf2bhh.zip	Street Fighter II': Champion Edition (Hung Hsi, bootleg)
sf2ce.zip	Street Fighter II' - Champion Edition (World 920313)
sf2ceblp.zip	Street Fighter II': Champion Edition (protected bootleg on non-dash board)
sf2cebr     Street Fighter II' - champion edition (bootleg, Brazil
sf2ceea.zip	Street Fighter II': Champion Edition (World 920313)
sf2ceeab2     Street Fighter II' - champion edition (920313 etc boot
sf2ceeabl     Street Fighter II' - champion edition (920313 etc boot
sf2ceh     Street Fighter II' - champion edition (bootleg, Hispan
sf2cej.zip	Street Fighter II' - Champion Edition (Japan 920513)
sf2ceja.zip	Street Fighter II': Champion Edition (Japan 920322)
sf2cejab2     Street Fighter II' - champion edition (920322 Japan bo
sf2cejabl     Street Fighter II' - champion edition (920322 Japan bo
sf2cejb.zip	Street Fighter II': Champion Edition (Japan 920513)
sf2cejc.zip	Street Fighter II': Champion Edition (Japan 920803)
sf2ceua.zip	Street Fighter II' - Champion Edition (US 920313)
sf2ceuab2     Street Fighter II' - champion edition (920313 USA boot
sf2ceuab3     Street Fighter II' - champion edition (920313 USA boot
sf2ceuab4     Street Fighter II' - champion edition (920313 USA boot
sf2ceuabl     Street Fighter II' - champion edition (920313 USA boot
sf2ceub.zip	Street Fighter II' - Champion Edition (US 920513)
sf2ceuc.zip	Street Fighter II' - Champion Edition (US 920803)
sf2dkot2.zip	Street Fighter II': Champion Edition (Double K.O. Turbo II, bootleg)
sf2dongb.zip	Street Fighter II': Champion Edition (Dongfang Bubai protection, bootleg)
sf2eb.zip	Street Fighter II - The World Warrior (World 910214)
sf2ebbl.zip	Street Fighter II: The World Warrior (TAB Austria, bootleg)
sf2ebbl2.zip	Street Fighter II: The World Warrior (TAB Austria, bootleg, set 3)
sf2ebbl3.zip	Street Fighter II: The World Warrior (TAB Austria, bootleg, set 4)
sf2ed.zip	Street Fighter II: The World Warrior (World 910318)
sf2ee.zip	Street Fighter II: The World Warrior (World 910228)
sf2hf.zip	Street Fighter II': Hyper Fighting (World 921209)
sf2hfj.zip	Street Fighter II' Turbo: Hyper Fighting (Japan 921209)
sf2hfjb     Street Fighter II' Turbo - hyper fighting (bootleg set
sf2hfjb2     Street Fighter II' Turbo - hyper fighting (bootleg set
sf2hfu.zip	Street Fighter II': Hyper Fighting (USA 921209)
sf2j.zip	Street Fighter II - The World Warrior (Japan 911210)
sf2ja.zip	Street Fighter II - The World Warrior (Japan 910214)
sf2jc.zip	Street Fighter II - The World Warrior (Japan 910306)
sf2jf.zip	Street Fighter II: The World Warrior (Japan 910411)
sf2jh.zip	Street Fighter II: The World Warrior (Japan 910522)
sf2jl.zip	Street Fighter II: The World Warrior (Japan 920312)
sf2koryu.zip	Street Fighter II' - Champion Edition (Kouryu)
sf2koryu2     Street Fighter II' - Xiang Long (bootleg set 2, 811102
sf2koryu3     Street Fighter II' - Xiang Long (bootleg set 3, 811102
sf2m1.zip	Street Fighter II' - Champion Edition (M1)
sf2m2.zip	Street Fighter II' - Champion Edition (M2)
sf2m3.zip	Street Fighter II' - Champion Edition (M3)
sf2m4.zip	Street Fighter II' - Champion Edition (M4)
sf2m5.zip	Street Fighter II' - Champion Edition (M5)
sf2m6.zip	Street Fighter II' - Champion Edition (M6)
sf2m7.zip	Street Fighter II' - Champion Edition (M7)
sf2m8.zip	Street Fighter II': Champion Edition (M8, bootleg)
sf2m9.zip	Street Fighter II': Champion Edition (M9, bootleg)
sf2mdt.zip	Street Fighter II': Magic Delta Turbo (bootleg)
sf2mdta.zip	Street Fighter II': Magic Delta Turbo (bootleg, set 2)
sf2mdtb.zip	Street Fighter II': Magic Delta Turbo (bootleg, set 3)
sf2mega     Street Fighter II' - champion edition (Mega Co bootleg
sf2mega2     Street Fighter II' - champion edition (Mega Co bootleg
sf2qp1.zip	Street Fighter II: The World Warrior (Quicken Pt-I, bootleg)
sf2rb.zip	Street Fighter II' - Champion Edition (Rainbow set 1)
sf2rb2.zip	Street Fighter II' - Champion Edition (Rainbow set 2)
sf2rb3.zip	Street Fighter II': Champion Edition (Rainbow set 3, bootleg)
sf2rb4     Street Fighter II' - champion edition (Rainbow bootleg
sf2rb5     Street Fighter II' - champion edition (Rainbow bootleg
sf2red.zip	Street Fighter II' - Champion Edition (Red Wave)
sf2red2     Street Fighter II' - champion edition (Red Wave bootle
sf2rk.zip	Street Fighter II: The World Warrior (RK, bootleg)
sf2stt.zip	Street Fighter II: The World Warrior (TAB Austria, bootleg, set 2)
sf2t.zip	Street Fighter II' - Hyper Fighting (US 921209)
sf2thndr.zip	Street Fighter II: The World Warrior (Thunder Edition, bootleg)
sf2tj.zip	Street Fighter II' Turbo - Hyper Fighting (Japan 921209)
sf2tlona     Street Fighter II' - champion edition (Tu Long bootleg
sf2tlonb     Street Fighter II' - champion edition (Tu Long bootleg
sf2tlonc     Street Fighter II' - champion edition (Tu Long bootleg
sf2ua.zip	Street Fighter II - The World Warrior (US 910206)
sf2ub.zip	Street Fighter II - The World Warrior (US 910214)
sf2uc.zip	Street Fighter II: The World Warrior (USA 910306)
sf2ud.zip	Street Fighter II - The World Warrior (US 910318)
sf2ue.zip	Street Fighter II - The World Warrior (US 910228)
sf2uf.zip	Street Fighter II - The World Warrior (US 910411)
sf2ug.zip	Street Fighter II: The World Warrior (USA 910522, Rev. G)
sf2ui.zip	Street Fighter II - The World Warrior (US 910522)
sf2uk.zip	Street Fighter II - The World Warrior (US 911101)
sf2v004.zip	Street Fighter II! - Champion Edition (V004)
sf2v0042     Street Fighter II' - champion edition (V004 bootleg se
sf2v0043     Street Fighter II' - champion edition (V004 bootleg se
sf2yyc.zip	Street Fighter II' - Champion Edition (YYC)
sf2yyc2     Street Fighter II' - champion edition (YYC bootleg set
sf_l1.zip	Slugfest (L-1)
sfa.zip	Street Fighter Alpha: Warriors' Dreams (Euro 950727)
sfa2.zip	Street Fighter Alpha 2 (USA 960306)
sfa2u.zip	Street Fighter Alpha 2 (USA 960306)
sfa2ur1.zip	Street Fighter Alpha 2 (USA 960306)
sfa3.zip	Street Fighter Alpha 3 (USA 980904)
sfa3b.zip	Street Fighter Alpha 3 (Brazil 980629)
sfa3h.zip	Street Fighter Alpha 3 (Hispanic 980629)
sfa3hr1.zip	Street Fighter Alpha 3 (Hispanic 980629)
sfa3r1.zip	Street Fighter Alpha 3 (USA 980629)
sfa3u.zip	Street Fighter Alpha 3 (USA 980904)
sfa3ud.zip	Street Fighter Alpha 3 (USA 980904 Phoenix Edition) (bootleg)
sfa3ur1.zip	Street Fighter Alpha 3 (USA 980629)
sfach     Street Fighter Alpha (CPS Changer, 950727 Publicity US
sfad.zip	Street Fighter Alpha: Warriors' Dreams (Euro 950727 Phoenix Edition) (bootleg)
sfan.zip	Street Fighter (World, pneumatic buttons)
sfar1.zip	Street Fighter Alpha: Warriors' Dreams (Euro 950718)
sfar2.zip	Street Fighter Alpha: Warriors' Dreams (Euro 950605)
sfar3.zip	Street Fighter Alpha: Warriors' Dreams (Euro 950605)
sfau.zip	Street Fighter Alpha: Warriors' Dreams (USA 950627)
sfbonus.zip	Skill Fruit Bonus (Version 1.9R, set 1)
sfbonusd1.zip	Skill Fruit Bonus (Version 1.9R, set 2)
sfbonuso.zip	Skill Fruit Bonus (Version 1.7)
sfbonuso2.zip	Skill Fruit Bonus (Version 1.6)
sfbonusv1.zip	Skill Fruit Bonus (Version 1.9R Dual)
sfcbox.zip	Super Famicom Box BIOS
sfchamp.zip	Super Football Champ (JAPAN)
sfchamp24o.zip	Super Football Champ (Ver 2.4O)
sfchampj.zip	Super Football Champ (Ver 2.4J)
sfchampo.zip	Super Football Champ (Ver 2.4O)
sfchampu.zip	Super Football Champ (Ver 2.4A)
sfex.zip	Street Fighter EX (ASIA 961219)
sfex2.zip	Street Fighter EX 2 (JAPAN 980312)
sfex2a.zip	Street Fighter EX 2 (Asia 980312)
sfex2h.zip	Street Fighter EX 2 (Hispanic 980312)
sfex2j.zip	Street Fighter EX 2 (Japan 980312)
sfex2p.zip	Street Fighter EX 2 Plus (JAPAN 990611)
sfex2pa.zip	Street Fighter EX 2 Plus (Asia 990611)
sfex2ph.zip	Street Fighter EX2 Plus (Hispanic 990611)
sfex2pj.zip	Street Fighter EX 2 Plus (Japan 990611)
sfexa.zip	Street Fighter EX (Asia 961219)
sfexj.zip	Street Fighter EX (JAPAN 961130)
sfexp.zip	Street Fighter EX Plus (USA 970311)
sfexpj.zip	Street Fighter EX Plus (JAPAN 970311)
sfexpj1.zip	Street Fighter EX Plus (Japan 970311)
sfexpu1.zip	Street Fighter EX Plus (USA 970311)
sfexu.zip	Street Fighter EX (USA 961219)
sfight.zip	Sonic The Fighters
sfight2.zip	Street Fighter II
sfight2a.zip	Street Fighter II (rev.1)
sfight2b.zip	Street Fighter II (rev.2)
sfiii.zip	Street Fighter III: New Generation (USA, 970204)
sfiii2.zip	Street Fighter III 2nd Impact: Giant Attack (USA, 970930)
sfiii2j.zip	Street Fighter III 2nd Impact: Giant Attack (Japan, 970930)
sfiii2n.zip	Street Fighter III 2nd Impact: Giant Attack (Asia, 970930, NO CD)
sfiii3.zip	Street Fighter III 3rd Strike: Fight for the Future (USA, 990608)
sfiii3a.zip	Street Fighter III 3rd Strike: Fight for the Future (USA, 990512)
sfiii3an.zip	Street Fighter III 3rd Strike: Fight for the Future (Japan, 990512, NO CD)
sfiii3n.zip	Street Fighter III 3rd Strike: Fight for the Future (Japan, 990608, NO CD)
sfiii3nr1.zip	Street Fighter III 3rd Strike: Fight for the Future (Japan 990512, NO CD)
sfiii3r1.zip	Street Fighter III 3rd Strike: Fight for the Future (Euro 990512)
sfiii3u.zip	Street Fighter III 3rd Strike: Fight for the Future (USA 990608)
sfiii3ur1.zip	Street Fighter III 3rd Strike: Fight for the Future (USA 990512)
sfiiia.zip	Street Fighter III: New Generation (Asia 970204)
sfiiih.zip	Street Fighter III: New Generation (Hispanic 970204)
sfiiij.zip	Street Fighter III: New Generation (Japan, 970204)
sfiiin.zip	Street Fighter III: New Generation (Asia, 970204, NO CD)
sfiiina.zip	Street Fighter III: New Generation (Asia 970204, NO CD, bios set 2)
sfiiiu.zip	Street Fighter III: New Generation (USA 970204)
sfish2.zip	Sport Fishing 2
sfish2j.zip	Sport Fishing 2 (Japan)
sfj.zip	Street Fighter (Japan) (protected)
sfkick.zip	Super Free Kick (set 1)
sfkicka.zip	Super Free Kick (set 2)
sflush.zip	Straight Flush
sfootbal.zip	Street Football
sformula.zip	Super Formula (Japan)
sfp.zip	Street Fighter (prototype)
sfposeid.zip	Sea Fighter Poseidon
sfruitb.zip	Super Fruit Bonus (Version 2.5E Dual)
sfruitbb1.zip	Super Fruit Bonus (Version 2.5R, set 1)
sfruitbb2.zip	Super Fruit Bonus (Version 2.0LT, set 1)
sfruitbbh.zip	Super Fruit Bonus (Version 2.2B, set 1)
sfruitbd1.zip	Super Fruit Bonus (Version 2.5R, set 2)
sfruitbd2.zip	Super Fruit Bonus (Version 2.0LT, set 2)
sfruitbdh.zip	Super Fruit Bonus (Version 2.2B, set 2)
sfruitbh.zip	Super Fruit Bonus (Version 2.2EB Dual)
sfruitbo.zip	Super Fruit Bonus (Version 2.0)
sfruitbo2.zip	Super Fruit Bonus (Version 1.80XT)
sfruitboh.zip	Super Fruit Bonus (Version 2.0B)
sfruitbv1.zip	Super Fruit Bonus (Version 2.5R Dual)
sfruitbv2.zip	Super Fruit Bonus (Version 2.0LT Dual)
sfruitbvh.zip	Super Fruit Bonus (Version 2.2B Dual)
sfrush.zip	San Francisco Rush
sfrushrk.zip	San Francisco Rush: The Rock
sftm.zip	Street Fighter - The Movie (v1.12)
sftm110.zip	Street Fighter - The Movie (v1.10)
sftm111.zip	Street Fighter - The Movie (v1.11)
sftmj.zip	Street Fighter - The Movie (v1.12N, Japan)
sfu.zip	Street Fighter (US, set 1)
sfua.zip	Street Fighter (US, set 2) (protected)
sfx.zip	SF-X
sfz2a.zip	Street Fighter Zero 2 (Asia 960227)
sfz2aa.zip	Street Fighter Zero 2 Alpha (Asia 960826)
sfz2ab.zip	Street Fighter Zero 2 Alpha (Brazil 960813)
sfz2ad.zip	Street Fighter Zero 2 (Asia 960227 Phoenix Edition) (bootleg)
sfz2ah.zip	Street Fighter Zero 2 Alpha (Hispanic 960813)
sfz2aj.zip	Street Fighter Zero 2 Alpha (Japan 960805)
sfz2al.zip	Street Fighter Zero 2 Alpha (Asia 960826)
sfz2alb.zip	Street Fighter Zero 2 Alpha (Brazil 960813)
sfz2ald.zip	Street Fighter Zero 2 Alpha (Asia 960826 Phoenix Edition) (bootleg)
sfz2alh.zip	Street Fighter Zero 2 Alpha (Hispanic 960813)
sfz2alj.zip	Street Fighter Zero 2 Alpha (Japan 960805)
sfz2b.zip	Street Fighter Zero 2 (Brazil 960531)
sfz2br1.zip	Street Fighter Zero 2 (Brazil 960304)
sfz2h.zip	Street Fighter Zero 2 (Hispanic 960304)
sfz2j.zip	Street Fighter Zero 2 (Japan 960227)
sfz2jd.zip	Street Fighter Zero 2 (Japan 960227 Phoenix Edition) (bootleg)
sfz2jr1.zip	Street Fighter Zero 2 (Japan 960227)
sfz2n.zip	Street Fighter Zero 2 (Oceania 960229)
sfz3a.zip	Street Fighter Zero 3 (Asia 980701)
sfz3ar1.zip	Street Fighter Zero 3 (Asia 980701)
sfz3j.zip	Street Fighter Zero 3 (Japan 980727)
sfz3jr1.zip	Street Fighter Zero 3 (Japan 980629)
sfz3jr2.zip	Street Fighter Zero 3 (Japan 980629)
sfz3jr2d.zip	Street Fighter Zero 3 (Japan 980629 Phoenix Edition) (bootleg)
sfz3ugd.zip	Street Fighter Zero 3 Upper (GDL-0002)
sfza.zip	Street Fighter Zero (Asia 950627)
sfzach     Street Fighter Zero (CPS Changer, 950925 Asia)
sfzar1.zip	Street Fighter Zero (Asia 950605)
sfzb.zip	Street Fighter Zero (Brazil 951109)
sfzbch     Street Fighter Zero (CPS Changer, 950727 Brazil)
sfzbr1.zip	Street Fighter Zero (Brazil 950727)
sfzch     Street Fighter Zero (CPS Changer, 951020 Japan)
sfzech     Street Fighter Zero (CPS Changer, 950727 Euro)
sfzh.zip	Street Fighter Zero (Hispanic 950627)
sfzhch     Street Fighter Zero (CPS Changer, 950727 Hispanic)
sfzhr1.zip	Street Fighter Zero (Hispanic 950627)
sfzj.zip	Street Fighter Zero (Japan 950727)
sfzjr1.zip	Street Fighter Zero (Japan 950627)
sfzjr2.zip	Street Fighter Zero (Japan 950605)
sg2j.zip	Star Gladiator 2 (JAPAN 980316)
sgemf.zip	Super Gem Fighter Mini Mix (USA 970904)
sgemfa.zip	Super Gem Fighter: Mini Mix (Asia 970904)
sgemfd.zip	Super Gem Fighter Mini Mix (USA 970904 Phoenix Edition) (bootleg)
sgemfh.zip	Super Gem Fighter: Mini Mix (Hispanic 970904)
sgladiat.zip	Gladiator 1984
sgmast.zip	Super Masters Golf
sgmastc.zip	Jumbo Ozaki Super Masters Golf (World, Floppy Based, FD1094 317-0058-05c)
sgmastj.zip	Jumbo Ozaki Super Masters Golf (Japan, Floppy Based, FD1094 317-0058-05b)
sgmt1.zip	Super Game Mega Type 1
sgnascar.zip	NASCAR Racing
sgsafari.zip	Super Gran Safari (ver 3.11)
sgt24h.zip	Super GT 24h
sgtetris.zip	Sega Tetris
sgunner.zip	Steel Gunner
sgunner2.zip	Steel Gunner 2 (US)
sgunner2j.zip	Steel Gunner 2 (Japan)
sgunnerj.zip	Steel Gunner (Japan)
sgunnr2j.zip	Steel Gunner 2 (Japan)
sgyxz.zip	Warriors of Fate ('sgyxz' bootleg)
sh_141.zip	Shrek v1.41
shabdama.zip	LD Mahjong #4 Shabon-Dama
shackled.zip	Shackled (US)
shadfgtr.zip	Shadow Fighters
shadfrce.zip	Shadow Force (US Version 2)
shadfrcej.zip	Shadow Force (Japan Version 3)
shadfrcejv2.zip	Shadow Force (Japan Version 2)
shadowld.zip	Shadow Land
shadoww.zip	Shadow Warriors (World set 1)
shadowwa.zip	Shadow Warriors (World set 2)
shaktam.zip	Shakatto Tambourine (Rev B) (GDS-0002B)
shaktamb.zip	Shakatto Tambourine Cho Powerup Chu (2K1 AUT) (GDS-0016)
shaktmsp.zip	Shakatto Tambourine Motto Norinori Shinkyoku Tsuika (2K1 SPR) (GDS-0013)
shangha2.zip	Shanghai II (Japan)
shangha2a.zip	Shanghai II (Japan, set 2)
shangha3.zip	Shanghai III (Japan)
shangha3j.zip	Shanghai III (Japan)
shangha3u.zip	Shanghai III (US)
shanghai.zip	Shanghai (Japan)
shanghaij.zip	Shanghai (Japan)
shanghss.zip	Shanghai Shoryu Sairin (V2.03J)
shangkid.zip	Shanghai Kid
shangon.zip	Super Hang-On
shangon1.zip	Super Hang-On (mini ride-on?, FD1089B 317-0034)
shangon2.zip	Super Hang-On (mini ride-on, Rev A, FD1089B 317-0034)
shangon3.zip	Super Hang-On (sitdown/upright, FD1089B 317-0034)
shangonb.zip	Super Hang-On (bootleg)
shangonle.zip	Limited Edition Hang-On
shangonrb.zip	Super Hang-On (bootleg)
shangonro.zip	Super Hang-On (Japan, FD1094 317-0038)
shangril.zip	Dengen Tenshi Taisen Janshi Shangri-la (JPN, USA, EXP, KOR, AUS)
shangtou.zip	Shanghai Sangokuhai Tougi (Ver 2.01J)
shanhigw.zip	Shanghai - The Great Wall - Shanghai Triple Threat
shaolinb.zip	Shao-lin's Road (set 2)
shaolins.zip	Shao-Lin's Road
shaqattq.zip	Shaq Attaq (rev.5)
shaqattq2.zip	Shaq Attaq (rev.2)
shark.zip	Shark
sharkatt.zip	Shark Attack
sharkjaw.zip	Shark JAWS [TTL]
sharkpy.zip	Shark Party (Italy, v1.3)
sharkpya.zip	Shark Party (Italy, v1.6)
sharkpye.zip	Shark Party (English, Alpha license)
sharkt.zip	Shark (Taito)
sharrier.zip	Space Harrier
sharrier1.zip	Space Harrier (8751 315-5163)
shdancbl.zip	Shadow Dancer (bootleg)
shdancbla.zip	Shadow Dancer (bootleg, set 2)
shdancer.zip	Shadow Dancer (US)
shdancer1.zip	Shadow Dancer (US)
shdancerj.zip	Shadow Dancer (Japan)
shdancrb.zip	Shadow Dancer (Rev.B)
shdancrj.zip	Shadow Dancer (Japan)
sheriff.zip	Sheriff
shfin_l1.zip	Shuffle Inn (Shuffle) (L-1)
shienryu.zip	Shienryu
shikgam2.zip	Shikigami No Shiro II / The Castle of Shikigami II (GDL-0021)
shikiga3.zip	Shikigami no Shiro III (v2.06J)
shikigam.zip	Shikigami no Shiro (V2.03J)
shimpacp.zip	Super High Impact (prototype, rev 5.0 09-15-91)
shimpact.zip	Super High Impact (rev LA1 09-30-91)
shimpactp4.zip	Super High Impact (prototype, rev 4.0 09/10/91)
shimpactp5.zip	Super High Impact (prototype, rev 5.0 09/15/91)
shimpactp6.zip	Super High Impact (prototype, rev 6.0 09/23/91)
shinfz.zip	Shinobi / FZ-2006 (Korean System 16 bootleg) (ISG Selection Master Type 2006)
shinobi.zip	Shinobi (set 1)
shinobi1.zip	Shinobi (set 1, System 16A, FD1094 317-0050)
shinobi2.zip	Shinobi (set 2, System 16B, FD1094 317-0049)
shinobi3.zip	Shinobi (set 3, System 16B, MC-8123B 317-0054)
shinobi4.zip	Shinobi (set 4, System 16B, MC-8123B 317-0054)
shinobi5.zip	Shinobi (set 5, System 16B, unprotected)
shinobia.zip	Shinobi (set 2)
shinobib.zip	Shinobi (set 3)
shinobl.zip	Shinobi (bootleg)
shinoblb.zip	Shinobi (Beta bootleg)
shinobld.zip	Shinobi (Datsu bootleg)
shinobls.zip	Shinobi (Star bootleg, System 16A)
shippumd.zip	Shippu Mahou Daisakusen (Japan)
shiryu2.zip	Strider Hiryu 2 (JAPAN 991213)
shisen.zip	Shisensho - Joshiryo-Hen (Japan)
shisen2.zip	Shisensho II
shngmtkb.zip	Shanghai Matekibuyuu
shock.zip	Shock
shocking.zip	Shocking
shockingk.zip	Shocking (Korea)
shocktr2.zip	Shock Troopers - 2nd Squad
shocktra.zip	Shock Troopers (set 2)
shocktro.zip	Shock Troopers (set 1)
shocktroa.zip	Shock Troopers (set 2)
shogwarr.zip	Shogun Warriors
shogwarru.zip	Shogun Warriors (US)
shollow.zip	Satan's Hollow (set 1)
shollow2.zip	Satan's Hollow (set 2)
shootbul.zip	Shoot the Bull
shootgal.zip	Shooting Gallery
shootopl.zip	Shootout Pool
shootoub.zip	Shoot Out (Korean Bootleg)
shootouj.zip	Shoot Out (Japan)
shootout.zip	Shoot Out (US)
shootoutb.zip	Shoot Out (Korean Bootleg)
shootoutj.zip	Shoot Out (Japan)
shootpl.zip	Shootout Pool (JPN, USA, KOR, AUS) / Shootout Pool Prize (EXP)
shootplm.zip	Shootout Pool The Medal Ver. B / Shootout Pool Prize Ver. B
shougi.zip	Shougi
shougi2.zip	Shougi 2
showdown.zip	Showdown (version 5.0)
showhanc.zip	Wang Pai Dui Jue
showhand.zip	Show Hand (Italy)
showqn.zip	Show Queen (Konami Endeavour)
shpeng.zip	Sea Hunter Penguin
shpinxii.zip	Sphinx II (Russia) (Atronic)
shrike.zip	Shrike Avenger (prototype)
shrknew.zip	Sharkey's Shootout (ARM7 Sound Board)
shrky_207.zip	Sharkey's Shootout (2.07)
shrkyfr.zip	Sharkey's Shootout (2.11 France)
shrkyfr_207.zip	Sharkey's Shootout (2.07 France)
shrkygr.zip	Sharkey's Shootout (2.11 Germany)
shrkygr_207.zip	Sharkey's Shootout (2.07 Germany)
shrkyit.zip	Sharkey's Shootout (2.11 Italy)
shrkyit_207.zip	Sharkey's Shootout (2.07 Italy)
shrkysht.zip	Sharkey's Shootout (2.11)
shtngmst.zip	Shooting Master
shtngmste.zip	Shooting Master (EVG, 8751 315-5159a)
shtrider.zip	Shot Rider
shtridera.zip	Shot Rider (Sigma license)
shtriderb.zip	Shot Rider (bootleg)
shtstar.zip	Shooting Star
shtzone.zip	Shooting Zone System BIOS
shuffle.zip	Shuffleboard
shufshot.zip	Shuffleshot (v1.39)
shufshot137.zip	Shuffleshot (v1.37)
shufshot139.zip	Shuffleshot (v1.39)
shuttlei.zip	Shuttle Invader
shuuz.zip	Shuuz (version 8.0)
shuuz2.zip	Shuuz (version 7.1)
sia2650.zip	Super Invader Attack
sianniv.zip	Space Invaders Anniversary (V2.02J)
sichuan2.zip	Sichuan II (hack[Q]) (set 1)
sichuan2a.zip	Sichuan II (hack, set 2)
sichuana.zip	Sichuan II (hack[Q]) (set 2)
sicv.zip	Space Invaders (CV Version)
sidampkr.zip	unknown Sidam Poker
sidearjp.zip	Side Arms - Hyper Dyne (Japan)
sidearmr.zip	Side Arms - Hyper Dyne (US)
sidearms.zip	Side Arms - Hyper Dyne (World)
sidearmsj.zip	Side Arms - Hyper Dyne (Japan)
sidearmsr.zip	Side Arms - Hyper Dyne (US)
sidearmsu.zip	Side Arms - Hyper Dyne (US, 861202)
sidearmsur1.zip	Side Arms - Hyper Dyne (US, 861128)
sidebs.zip	Side By Side (Japan)
sidebs2.zip	Side By Side 2 (North/South America)
sidebs2j.zip	Side By Side 2 (Japan)
sidebsja.zip	Side by Side (Ver 2.5 J)
sidepckt.zip	Side Pocket (World)
sidepcktb.zip	Side Pocket (bootleg)
sidepcktj.zip	Side Pocket (Japan)
sidepctb.zip	Side Pocket (bootleg)
sidepctj.zip	Side Pocket (Japan)
sidetrac.zip	Side Track
sidewndr.zip	Sidewinder
sigma2k.zip	Sigma Poker 2000
sigmapkr.zip	Sigma Poker
silentd.zip	Silent Dragon (World)
silentdj.zip	Silent Dragon (Japan)
silentdu.zip	Silent Dragon (US)
silkroad.zip	The Legend of Silkroad
silkroada.zip	The Legend of Silkroad (larger ROMs)
silkworm.zip	Silk Worm (set 1)
silkworm2.zip	Silk Worm (set 2)
silkwormj.zip	Silk Worm (Japan)
silkwrm2.zip	Silk Worm (set 2)
silverga.zip	Silver Game
silvland.zip	Silver Land
silvmil.zip	Silver Millennium
silvslug.zip	Silver Slugger
simp_a20.zip	The Simpsons (2.0)
simp_a27.zip	The Simpsons (2.7)
simpbowl.zip	Simpsons Bowling (GQ829 UAA)
simpnew.zip	The Simpsons Pinball Party (ARM7 Sound Board)
simpprtf.zip	The Simpsons Pinball Party (5.00 France)
simpprtf_204.zip	The Simpsons Pinball Party (2.04 France)
simpprtf_300.zip	The Simpsons Pinball Party (3.00 France)
simpprtf_400.zip	The Simpsons Pinball Party (4.00 France)
simpprtg.zip	The Simpsons Pinball Party (5.00 Germany)
simpprtg_400.zip	The Simpsons Pinball Party (4.00 Germany)
simpprti.zip	The Simpsons Pinball Party (5.00 Italy)
simpprti_204.zip	The Simpsons Pinball Party (2.04 Italy)
simpprti_300.zip	The Simpsons Pinball Party (3.00 Italy)
simpprti_400.zip	The Simpsons Pinball Party (4.00 Italy)
simpprtl.zip	The Simpsons Pinball Party (5.00 Spain)
simpprtl_204.zip	The Simpsons Pinball Party (2.04 Spain)
simpprtl_300.zip	The Simpsons Pinball Party (3.00 Spain)
simpprtl_400.zip	The Simpsons Pinball Party (4.00 Spain)
simpprty.zip	The Simpsons Pinball Party (5.00)
simpprty_204.zip	The Simpsons Pinball Party (2.04)
simpprty_300.zip	The Simpsons Pinball Party (3.00)
